559|CSE|Abigai|84|81|76|89|330|82.50
560|ISE|Lisa|84|66|96|97|343|85.75
561|ECE|Carine|61|38|60|94|253|63.25
562|EEE|Diana|76|74|98|82|330|82.50
563|CIVIL94|Jesica|94|70|85|79|328|82.00
564|ECE|Anne|66|73|87|80|306|76.50
565|CSE|Melanie|75|70|37|99|281|70.25
566|ISE|Yvonne|81|66|80|75|302|75.50
567|ECE|Caoline|77|67|75|75|294|73.50
568|EEE|Audrey|98|47|66|83|294|73.50
569|CIVIL67|Carol|67|66|81|85|299|74.75
570|ECE|Lisa|79|82|40|91|292|73.00
571|CSE|Vioria|89|62|87|80|318|79.50
572|ISE|Sarah|81|69|89|70|309|77.25
573|ECE|Lillian|80|74|67|99|320|80.00
574|EEE|Diane|78|38|63|73|252|63.00
575|CIVIL97|Sue|97|84|53|72|306|76.50
576|ECE|Jan|68|74|52|87|281|70.25
577|CSE|Heaher|83|72|64|84|303|75.75
578|ISE|Diane|62|42|36|74|214|53.50
579|ECE|Vginia|66|45|43|83|237|59.25
580|EEE|Julia|88|72|51|76|287|71.75
581|CIVIL89|Carol|89|63|75|75|302|75.50
582|ECE|Lisa|69|77|92|96|334|83.50
583|CSE|Jane|88|83|60|86|317|79.25
584|ISE|Mary|73|83|62|90|308|77.00
585|ECE|Alison|98|68|83|96|345|86.25
586|EEE|Lilian|68|85|91|73|317|79.25
587|CIVIL83|Jenifr|83|74|80|75|312|78.00
588|ECE|Stepie|78|66|67|93|304|76.00
589|CSE|Carlyn|67|63|47|70|247|61.75
590|ISE|Anne|80|51|53|73|257|64.25
591|ECE|Jenner|79|58|35|92|264|66.00
592|EEE|Bedette|69|39|46|83|237|59.25
593|CIVIL73|Jener|73|62|89|90|314|78.50
594|ECE|Faith|89|71|57|81|298|74.50
595|CSE|Natalie|68|57|56|92|273|68.25
596|ISE|Vinia|88|51|88|96|323|80.75
597|ECE|Natalie|61|69|98|81|309|77.25
598|EEE|Angela|94|77|75|74|320|80.00
599|CIVIL67|Lisa|67|88|79|86|320|80.00
600|ECE|Fiona|64|39|71|88|262|65.50
601|CSE|Jan|78|36|57|78|249|62.25
602|ISE|Bedette|73|77|70|89|309|77.25
603|ECE|Yvonne|67|37|71|87|262|65.50
604|EEE|Wendy|72|39|78|87|276|69.00
605|CIVIL63|Angela|63|50|56|99|268|67.00
606|ECE|Kimberly|70|65|61|70|266|66.50
607|CSE|Stepnie|67|82|58|82|289|72.25
608|ISE|Mary|64|69|61|76|270|67.50
609|ECE|Amanda|84|68|36|70|258|64.50
610|EEE|Katherine|71|76|47|97|291|72.75
611|CIVIL63|Joan|63|84|53|88|288|72.00
612|ECE|Kylie|78|46|74|75|273|68.25
613|CSE|Victoria|99|58|38|81|276|69.00
614|ISE|Amanda|74|71|63|92|300|75.00
615|ECE|Amelia|82|44|44|84|254|63.50
616|EEE|Jennifer|96|90|97|83|366|91.50
617|CIVIL65|Maria|65|84|78|80|307|76.75
618|ECE|Sally|78|85|43|70|276|69.00
619|CSE|Chloe|78|68|62|79|287|71.75
620|ISE|Claire|96|45|76|92|309|77.25
621|ECE|Natalie|77|72|84|85|318|79.50
622|EEE|Theresa|62|77|76|73|288|72.00
623|CIVIL81|Kylie|81|68|67|89|305|76.25
624|ECE|Deirdre|63|74|70|88|295|73.75
625|CSE|Chloe|71|41|71|88|271|67.75
626|ISE|Bella|89|36|99|89|313|78.25
627|ECE|Molly|97|90|41|90|318|79.50
628|EEE|Virginia|89|42|91|81|303|75.75
629|CIVIL83|Zoe|83|61|53|79|276|69.00
630|ECE|Lisa|73|53|42|77|245|61.25
631|CSE|Rebecca|88|45|69|91|293|73.25
632|ISE|Carolyn|68|61|65|80|274|68.50
633|ECE|Lauren|97|41|42|90|270|67.50
634|EEE|Chloe|71|47|38|78|234|58.50
635|CIVIL68|Joan|68|45|61|91|265|66.25
636|ECE|Emily|69|51|83|74|277|69.25
637|CSE|Donna|85|44|61|79|269|67.25
638|ISE|Jane|97|56|93|82|328|82.00
639|ECE|Julia|81|73|61|70|285|71.25
640|EEE|Wanda|66|90|93|97|346|86.50
641|CIVIL81|Felicity|81|89|44|90|304|76.00
642|ECE|Theresa|61|41|90|95|287|71.75
643|CSE|Emily|85|89|74|97|345|86.25
644|ISE|Jessica|93|54|60|77|284|71.00
645|ECE|Angela|68|73|86|71|298|74.50
646|EEE|Felicity|96|87|92|72|347|86.75
647|CIVIL72|Anna|72|76|93|99|340|85.00
648|ECE|Angela|87|77|91|78|333|83.25
649|CSE|Chloe|78|37|52|84|251|62.75
650|ISE|Yvonne|93|54|93|91|331|82.75
651|ECE|Lauren|70|35|47|70|222|55.50
652|EEE|Alexandra|94|61|60|79|294|73.50
653|CIVIL77|Pippa|77|66|61|91|295|73.75
654|ECE|Carolyn|66|88|72|82|308|77.00
655|CSE|Claire|69|65|93|94|321|80.25
656|ISE|Wanda|97|83|46|99|325|81.25
657|ECE|Sonia|81|76|42|95|294|73.50
658|EEE|Amy|73|86|55|70|284|71.00
659|CIVIL68|Tracey|68|79|59|86|292|73.00
660|ECE|Katherine|77|86|66|85|314|78.50
661|CSE|Carol|83|52|95|74|304|76.00
662|ISE|Emily|64|85|86|78|313|78.25
663|ECE|Sally|92|86|96|88|362|90.50
664|EEE|Karen|86|57|97|92|332|83.00
665|CIVIL62|Natalie|62|81|94|94|331|82.75
666|ECE|Jane|73|67|38|78|256|64.00
667|CSE|Stephanie|66|68|48|97|279|69.75
668|ISE|Diane|64|50|36|77|227|56.75
669|ECE|Michelle|63|71|82|78|294|73.50
670|EEE|Anne|72|68|52|98|290|72.50
671|CIVIL74|Carol|74|41|70|95|280|70.00
672|ECE|Rose|67|64|35|74|240|60.00
673|CSE|Olivia|84|71|64|94|313|78.25
674|ISE|Julia|76|54|73|76|279|69.75
675|ECE|Bella|63|59|75|98|295|73.75
676|EEE|Wendy|72|57|65|80|274|68.50
677|CIVIL60|Lily|60|39|88|72|259|64.75
678|ECE|Rebecca|94|53|75|77|299|74.75
679|CSE|Irene|60|53|37|97|247|61.75
680|ISE|Chloe|75|62|79|74|290|72.50
681|ECE|Natalie|93|82|83|84|342|85.50
682|EEE|Samantha|88|81|67|93|329|82.25
683|CIVIL85|Dorothy|85|90|50|89|314|78.50
684|ECE|Jasmine|99|49|48|94|290|72.50
685|CSE|Yvonne|89|63|72|90|314|78.50
686|ISE|Maria|63|49|35|81|228|57.00
687|ECE|Jasmine|75|50|88|98|311|77.75
688|EEE|Tracey|70|66|78|90|304|76.00
689|CIVIL78|Jasmine|78|76|81|85|320|80.00
690|ECE|Elizabeth|64|81|84|82|311|77.75
691|CSE|Andrea|76|73|71|88|308|77.00
692|ISE|Caroline|61|58|78|70|267|66.75
693|ECE|Zoe|74|40|35|91|240|60.00
694|EEE|Carol|92|83|89|93|357|89.25
695|CIVIL71|Vanessa|71|50|52|96|269|67.25
696|ECE|Anne|67|46|66|85|264|66.00
697|CSE|Alexandra|87|72|70|90|319|79.75
698|ISE|Lisa|79|61|42|83|265|66.25
699|ECE|Gabrielle|75|76|90|73|314|78.50
700|EEE|Molly|66|59|59|81|265|66.25
701|CIVIL93|Stephanie|93|53|47|72|265|66.25
702|ECE|Hannah|89|52|35|79|255|63.75
703|CSE|Theresa|81|70|49|72|272|68.00
704|ISE|Pippa|73|42|61|73|249|62.25
705|ECE|Kimberly|78|77|82|92|329|82.25
706|EEE|Julia|71|80|62|75|288|72.00
707|CIVIL94|Angela|94|45|45|76|260|65.00
708|ECE|Lisa|87|70|86|72|315|78.75
709|CSE|Lillian|61|76|99|89|325|81.25
710|ISE|Claire|81|70|75|93|319|79.75
711|ECE|Alison|60|71|87|94|312|78.00
712|EEE|Victoria|78|39|53|84|254|63.50
713|CIVIL91|Rebecca|91|63|61|71|286|71.50
714|ECE|Irene|75|63|44|77|259|64.75
715|CSE|Anna|80|90|62|91|323|80.75
716|ISE|Amelia|60|39|60|83|242|60.50
717|ECE|Caroline|99|90|78|87|354|88.50
718|EEE|Alexandra|73|81|92|90|336|84.00
719|CIVIL77|Claire|77|52|59|95|283|70.75
720|ECE|Katherine|91|78|91|78|338|84.50
721|CSE|Rachel|85|61|84|81|311|77.75
722|ISE|Fiona|71|38|89|86|284|71.00
723|ECE|Jan|97|38|74|95|304|76.00
724|EEE|Lily|74|38|77|79|268|67.00
725|CIVIL87|Pippa|87|58|92|92|329|82.25
726|ECE|Natalie|94|58|85|96|333|83.25
727|CSE|Felicity|86|35|86|82|289|72.25
728|ISE|Nicola|95|46|57|80|278|69.50
729|ECE|Diana|99|89|66|83|337|84.25
730|EEE|Sally|64|84|77|74|299|74.75
731|CIVIL94|Maria|94|75|95|91|355|88.75
732|ECE|Mary|84|60|90|82|316|79.00
733|CSE|Grace|90|81|78|77|326|81.50
734|ISE|Lauren|89|61|84|83|317|79.25
735|ECE|Victoria|99|55|59|80|293|73.25
736|EEE|Carolyn|79|89|63|98|329|82.25
737|CIVIL97|Kylie|97|49|96|75|317|79.25
738|ECE|Joan|68|64|82|70|284|71.00
739|CSE|Jessica|96|50|46|80|272|68.00
740|ISE|Jasmine|90|66|45|84|285|71.25
741|ECE|Jan|89|75|68|96|328|82.00
742|EEE|Ella|99|42|75|98|314|78.50
743|CIVIL77|Theresa|77|43|64|88|272|68.00
744|ECE|Samantha|60|72|85|99|316|79.00
745|CSE|Leah|77|57|38|95|267|66.75
746|ISE|Alexandra|95|39|85|91|310|77.50
747|ECE|Carolyn|71|61|64|98|294|73.50
748|EEE|Alexandra|83|69|52|82|286|71.50
749|CIVIL98|Joan|98|67|94|78|337|84.25
750|ECE|Karen|97|57|51|89|294|73.50
751|CSE|Lily|86|49|35|74|244|61.00
752|ISE|Ava|78|47|53|88|266|66.50
753|ECE|Karen|96|90|83|92|361|90.25
754|EEE|Rachel|61|51|82|87|281|70.25
755|CIVIL88|Jasmine|88|84|82|70|324|81.00
756|ECE|Jan|84|51|83|82|300|75.00
757|CSE|Carolyn|98|63|81|90|332|83.00
758|ISE|Abigail|71|88|95|93|347|86.75
759|ECE|Donna|66|62|82|77|287|71.75
760|EEE|Penelope|68|47|66|82|263|65.75
761|CIVIL94|Katherine|94|89|80|99|362|90.50
762|ECE|Alexandra|64|88|61|78|291|72.75
763|CSE|Angela|60|50|50|87|247|61.75
764|ISE|Hannah|71|74|41|80|266|66.50
765|ECE|Jan|81|49|69|93|292|73.00
766|EEE|Ruth|72|78|52|90|292|73.00
767|CIVIL65|Rose|65|79|92|97|333|83.25
768|ECE|Ava|81|64|65|96|306|76.50
769|CSE|Sarah|77|39|84|83|283|70.75
770|ISE|Kimberly|77|60|59|98|294|73.50
771|ECE|Olivia|81|78|81|84|324|81.00
772|EEE|Emily|65|65|65|99|294|73.50
773|CIVIL70|Leah|70|84|59|75|288|72.00
774|ECE|Grace|87|35|90|70|282|70.50
775|CSE|Felicity|92|89|74|99|354|88.50
776|ISE|Jennifer|68|70|42|90|270|67.50
777|ECE|Andrea|94|69|85|79|327|81.75
778|EEE|Mary|63|59|89|78|289|72.25
779|CIVIL89|Anna|89|74|77|72|312|78.00
780|ECE|Julia|71|89|80|93|333|83.25
781|CSE|Ella|80|39|72|87|278|69.50
782|ISE|Karen|76|39|38|85|238|59.50
783|ECE|Natalie|90|40|98|96|324|81.00
784|EEE|Pippa|96|60|61|92|309|77.25
785|CIVIL81|Joanne|81|41|65|97|284|71.00
786|ECE|Gabrielle|61|66|51|93|271|67.75
787|CSE|Una|71|84|87|90|332|83.00
788|ISE|Bella|91|36|62|84|273|68.25
789|ECE|Vanessa|81|63|98|71|313|78.25
790|EEE|Heather|73|52|46|87|258|64.50
791|CIVIL71|Sue|71|61|71|81|284|71.00
792|ECE|Jennifer|64|59|87|73|283|70.75
793|CSE|Megan|65|63|39|78|245|61.25
794|ISE|Nicola|91|83|62|76|312|78.00
795|ECE|Kylie|95|60|88|82|325|81.25
796|EEE|Leah|66|50|63|70|249|62.25
797|CIVIL75|Katherine|75|48|72|74|269|67.25
798|ECE|Heather|93|62|65|74|294|73.50
799|CSE|Julia|75|36|51|90|252|63.00
800|ISE|Anne|84|78|71|81|314|78.50
801|ECE|Gabrielle|95|35|57|86|273|68.25
802|EEE|Emily|99|55|85|73|312|78.00
803|CIVIL65|Diana|65|68|94|78|305|76.25
804|ECE|Natalie|99|49|90|98|336|84.00
805|CSE|Wendy|89|72|75|93|329|82.25
806|ISE|Molly|67|82|55|95|299|74.75
807|ECE|Wanda|81|59|56|82|278|69.50
808|EEE|Emily|73|66|50|87|276|69.00
809|CIVIL78|Anne|78|82|88|87|335|83.75
810|ECE|Anne|71|57|97|92|317|79.25
811|CSE|Pippa|76|36|82|89|283|70.75
812|ISE|Yvonne|80|77|86|78|321|80.25
813|ECE|Deirdre|80|48|83|79|290|72.50
814|EEE|Sally|75|76|67|92|310|77.50
815|CIVIL97|Bernadette|97|78|52|73|300|75.00
816|ECE|Rachel|61|70|66|70|267|66.75
817|CSE|Rachel|82|74|58|79|293|73.25
818|ISE|Grace|80|78|66|79|303|75.75
819|ECE|Jessica|79|85|35|84|283|70.75
820|EEE|Amy|60|83|60|77|280|70.00
821|CIVIL90|Kimberly|90|78|83|97|348|87.00
822|ECE|Sophie|79|57|96|76|308|77.00
823|CSE|Zoe|73|76|62|80|291|72.75
824|ISE|Jennifer|94|65|83|74|316|79.00
825|ECE|Natalie|62|86|41|78|267|66.75
826|EEE|Joan|62|47|96|86|291|72.75
827|CIVIL65|Sarah|65|60|98|78|301|75.25
828|ECE|Wendy|68|47|99|82|296|74.00
829|CSE|Jane|94|82|55|90|321|80.25
830|ISE|Carolyn|61|36|66|83|246|61.50
831|ECE|Irene|67|48|39|93|247|61.75
832|EEE|Lillian|65|63|51|90|269|67.25
833|CIVIL91|Lauren|91|58|49|85|283|70.75
834|ECE|Anne|97|53|64|75|289|72.25
835|CSE|Alison|89|86|35|77|287|71.75
836|ISE|Nicola|94|41|72|83|290|72.50
837|ECE|Virginia|90|64|77|85|316|79.00
838|EEE|Anne|90|42|93|84|309|77.25
839|CIVIL90|Dorothy|90|37|86|80|293|73.25
840|ECE|Rachel|73|83|77|80|313|78.25
841|CSE|Alison|74|60|43|92|269|67.25
842|ISE|Claire|97|77|87|84|345|86.25
843|ECE|Leah|69|44|60|75|248|62.00
844|EEE|Kimberly|65|83|88|73|309|77.25
845|CIVIL97|Felicity|97|64|86|90|337|84.25
846|ECE|Caroline|75|55|51|78|259|64.75
847|CSE|Melanie|95|74|42|98|309|77.25
848|ISE|Stephanie|64|37|64|85|250|62.50
849|ECE|Yvonne|70|60|58|98|286|71.50
850|EEE|Wendy|64|68|62|78|272|68.00
851|CIVIL95|Bernadette|95|35|70|74|274|68.50
852|ECE|Wanda|94|58|93|91|336|84.00
853|CSE|Bernadette|78|57|77|81|293|73.25
854|ISE|Deirdre|80|84|86|99|349|87.25
855|ECE|Virginia|69|72|42|86|269|67.25
856|EEE|Alison|95|47|39|94|275|68.75
857|CIVIL68|Lisa|68|87|85|80|320|80.00
858|ECE|Samantha|71|83|82|81|317|79.25
859|CSE|Rebecca|89|46|42|81|258|64.50
860|ISE|Olivia|95|85|92|99|371|92.75
861|ECE|Carolyn|88|80|48|93|309|77.25
862|EEE|Emily|81|71|83|72|307|76.75
863|CIVIL97|Natalie|97|82|76|96|351|87.75
864|ECE|Maria|95|49|51|98|293|73.25
865|CSE|Emma|75|75|54|76|280|70.00
866|ISE|Jessica|68|47|43|99|257|64.25
867|ECE|Maria|74|64|72|92|302|75.50
868|EEE|Sarah|65|61|97|76|299|74.75
869|CIVIL87|Jessica|87|81|70|73|311|77.75
870|ECE|Pippa|98|40|88|84|310|77.50
871|CSE|Rose|63|57|77|90|287|71.75
872|ISE|Emily|81|74|52|75|282|70.50
873|ECE|Sonia|61|81|94|82|318|79.50
874|EEE|Kimberly|96|87|53|78|314|78.50
875|CIVIL65|Ella|65|65|45|82|257|64.25
876|ECE|Audrey|85|76|38|84|283|70.75
877|CSE|Ella|77|80|56|74|287|71.75
878|ISE|Vanessa|67|51|89|94|301|75.25
879|ECE|Sarah|77|50|62|80|269|67.25
880|EEE|Bella|99|64|40|82|285|71.25
881|CIVIL77|Diana|77|43|68|74|262|65.50
882|ECE|Felicity|96|81|95|90|362|90.50
883|CSE|Caroline|91|48|68|77|284|71.00
884|ISE|Deirdre|63|84|91|97|335|83.75
885|ECE|Leah|63|57|54|92|266|66.50
886|EEE|Madeleine|75|71|80|78|304|76.00
887|CIVIL72|Nicola|72|89|46|84|291|72.75
888|ECE|Samantha|76|65|41|99|281|70.25
889|CSE|Melanie|66|73|38|90|267|66.75
890|ISE|Alexandra|70|60|44|91|265|66.25
891|ECE|Una|86|56|92|91|325|81.25
892|EEE|Ava|96|54|76|83|309|77.25
893|CIVIL66|Claire|66|41|89|79|275|68.75
894|ECE|Rebecca|69|42|40|88|239|59.75
895|CSE|Sally|90|51|57|87|285|71.25
896|ISE|Kimberly|69|75|44|73|261|65.25
897|ECE|Penelope|97|68|98|79|342|85.50
898|EEE|Kylie|68|69|56|88|281|70.25
899|CIVIL81|Bernadette|81|77|80|88|326|81.50
900|ECE|Angela|81|56|95|95|327|81.75
901|CSE|Abigail|83|36|77|77|273|68.25
902|ISE|Rose|95|65|43|71|274|68.50
903|ECE|Vanessa|97|39|72|91|299|74.75
904|EEE|Chloe|75|77|74|95|321|80.25
905|CIVIL98|Faith|98|63|74|71|306|76.50
906|ECE|Sue|68|58|84|97|307|76.75
907|CSE|Dorothy|75|50|35|82|242|60.50
908|ISE|Carolyn|68|86|70|73|297|74.25
909|ECE|Kimberly|66|84|56|96|302|75.50
910|EEE|Caroline|69|36|54|84|243|60.75
911|CIVIL88|Virginia|88|62|49|70|269|67.25
912|ECE|Jessica|90|85|89|72|336|84.00
913|CSE|Sonia|99|48|48|99|294|73.50
914|ISE|Anna|96|72|57|97|322|80.50
915|ECE|Anne|64|62|98|98|322|80.50
916|EEE|Joan|83|68|53|97|301|75.25
917|CIVIL73|Diane|73|57|78|98|306|76.50
918|ECE|Olivia|86|48|63|70|267|66.75
919|CSE|Rachel|79|90|35|90|294|73.50
920|ISE|Audrey|98|68|58|81|305|76.25
921|ECE|Sonia|67|78|72|97|314|78.50
922|EEE|Theresa|89|45|59|99|292|73.00
923|CIVIL96|Claire|96|61|58|74|289|72.25
924|ECE|Diana|95|42|99|70|306|76.50
925|CSE|Emily|64|81|49|74|268|67.00
926|ISE|Lily|99|50|92|86|327|81.75
927|ECE|Madeleine|80|71|42|73|266|66.50
928|EEE|Bella|70|43|37|83|233|58.25
929|CIVIL94|Grace|94|61|52|78|285|71.25
930|ECE|Lauren|96|59|48|73|276|69.00
931|CSE|Jane|90|89|69|82|330|82.50
932|ISE|Angela|96|82|60|82|320|80.00
933|ECE|Grace|78|84|53|98|313|78.25
934|EEE|Olivia|64|74|60|96|294|73.50
935|CIVIL84|Wendy|84|62|86|85|317|79.25
936|ECE|Ruth|67|46|38|97|248|62.00
937|CSE|Olivia|68|46|82|72|268|67.00
938|ISE|Natalie|62|59|83|95|299|74.75
939|ECE|Vanessa|88|40|88|73|289|72.25
940|EEE|Grace|93|62|86|97|338|84.50
941|CIVIL71|Emma|71|68|70|81|290|72.50
942|ECE|Kimberly|96|38|99|88|321|80.25
943|CSE|Lillian|90|65|57|73|285|71.25
944|ISE|Irene|85|53|64|84|286|71.50
945|ECE|Anna|81|59|36|99|275|68.75
946|EEE|Samantha|84|78|63|97|322|80.50
947|CIVIL83|Stephanie|83|60|75|71|289|72.25
948|ECE|Jessica|88|77|64|80|309|77.25
949|CSE|Ruth|77|41|85|71|274|68.50
950|ISE|Emily|98|79|51|82|310|77.50
951|ECE|Dorothy|66|39|38|92|235|58.75
952|EEE|Diane|65|46|97|97|305|76.25
953|CIVIL96|Sonia|96|56|91|74|317|79.25
954|ECE|Virginia|74|57|71|91|293|73.25
955|CSE|Elizabeth|66|59|41|84|250|62.50
956|ISE|Amelia|63|86|65|85|299|74.75
957|ECE|Stephanie|65|42|39|71|217|54.25
958|EEE|Julia|64|82|47|94|287|71.75
959|CIVIL79|Sonia|79|76|35|99|289|72.25
960|ECE|Diane|76|59|49|96|280|70.00
961|CSE|Deirdre|78|37|89|82|286|71.50
962|ISE|Andrea|96|56|38|80|270|67.50
963|ECE|Sarah|92|78|53|81|304|76.00
964|EEE|Rose|74|45|87|72|278|69.50
965|CIVIL81|Jessica|81|51|70|70|272|68.00
966|ECE|Lillian|61|90|98|96|345|86.25
967|CSE|Lauren|90|52|54|78|274|68.50
968|ISE|Natalie|65|47|73|72|257|64.25
969|ECE|Sonia|81|70|35|85|271|67.75
970|EEE|Ella|61|48|51|83|243|60.75
971|CIVIL86|Fiona|86|45|44|94|269|67.25
972|ECE|Lillian|80|76|48|88|292|73.00
973|CSE|Ruth|85|56|37|74|252|63.00
974|ISE|Dorothy|97|41|48|83|269|67.25
975|ECE|Virginia|94|43|72|81|290|72.50
976|EEE|Bella|82|85|49|97|313|78.25
977|CIVIL99|Joan|99|60|47|96|302|75.50
978|ECE|Wanda|89|60|70|76|295|73.75
979|CSE|Alexandra|71|40|42|93|246|61.50
980|ISE|Elizabeth|86|36|39|83|244|61.00
981|ECE|Lauren|79|42|81|77|279|69.75
982|EEE|Olivia|91|90|87|92|360|90.00
983|CIVIL87|Gabrielle|87|43|77|91|298|74.50
984|ECE|Diana|83|74|77|70|304|76.00
985|CSE|Megan|90|78|93|74|335|83.75
986|ISE|Carol|74|76|70|94|314|78.50
987|ECE|Elizabeth|64|82|74|90|310|77.50
988|EEE|Madeleine|84|62|87|86|319|79.75
989|CIVIL84|Megan|84|85|52|96|317|79.25
990|ECE|Una|61|37|46|95|239|59.75
991|CSE|Hannah|79|42|75|84|280|70.00
992|ISE|Heather|92|57|93|73|315|78.75
993|ECE|Donna|94|74|81|90|339|84.75
994|EEE|Jennifer|99|58|45|90|292|73.00
995|CIVIL62|Diane|62|64|92|82|300|75.00
996|ECE|Pippa|98|84|95|86|363|90.75
997|CSE|Alison|74|68|47|81|270|67.50
998|ISE|Rachel|64|79|38|80|261|65.25
999|ECE|Karen|80|65|59|97|301|75.25
1000|EEE|Kylie|81|79|96|93|349|87.25
1001|CIVIL87|Sonia|87|55|97|87|326|81.50
1002|ECE|Pippa|88|51|91|72|302|75.50
1003|CSE|Jan|69|59|82|83|293|73.25
1004|ISE|Sue|76|42|48|72|238|59.50
1005|ECE|Heather|80|81|92|87|340|85.00
1006|EEE|Rose|89|42|75|76|282|70.50
1007|CIVIL94|Dorothy|94|61|66|70|291|72.75
1008|ECE|Julia|89|45|79|92|305|76.25
1009|CSE|Pippa|79|42|56|94|271|67.75
1010|ISE|Carolyn|75|78|70|88|311|77.75
1011|ECE|Jan|94|61|77|90|322|80.50
1012|EEE|Olivia|77|79|92|70|318|79.50
1013|CIVIL95|Jasmine|95|61|47|90|293|73.25
1014|ECE|Emma|88|36|52|75|251|62.75
1015|CSE|Lily|64|59|50|94|267|66.75
1016|ISE|Ava|65|59|76|81|281|70.25
1017|ECE|Dorothy|65|77|38|97|277|69.25
1018|EEE|Angela|66|53|68|86|273|68.25
1019|CIVIL88|Emily|88|55|44|95|282|70.50
1020|ECE|Lily|99|63|40|90|292|73.00
1021|CSE|Amy|81|64|64|88|297|74.25
1022|ISE|Emma|99|77|95|75|346|86.50
1023|ECE|Diana|73|35|51|71|230|57.50
1024|EEE|Diana|90|68|41|75|274|68.50
1025|CIVIL89|Alison|89|83|69|72|313|78.25
1026|ECE|Samantha|95|73|48|84|300|75.00
1027|CSE|Kimberly|85|51|61|85|282|70.50
1028|ISE|Mary|72|72|75|75|294|73.50
1029|ECE|Jan|77|77|55|95|304|76.00
1030|EEE|Andrea|89|62|39|79|269|67.25
1031|CIVIL94|Audrey|94|88|96|74|352|88.00
1032|ECE|Ruth|68|42|99|77|286|71.50
1033|CSE|Carol|81|48|55|92|276|69.00
1034|ISE|Gabrielle|77|43|42|71|233|58.25
1035|ECE|Amelia|82|58|91|80|311|77.75
1036|EEE|Heather|96|85|69|79|329|82.25
1037|CIVIL90|Jessica|90|57|83|71|301|75.25
1038|ECE|Maria|78|39|90|72|279|69.75
1039|CSE|Olivia|74|80|83|74|311|77.75
1040|ISE|Jessica|68|72|40|93|273|68.25
1041|ECE|Bernadette|65|50|52|95|262|65.50
1042|EEE|Katherine|90|36|66|80|272|68.00
1043|CIVIL83|Penelope|83|43|51|98|275|68.75
1044|ECE|Fiona|92|74|71|89|326|81.50
1045|CSE|Alison|76|42|36|97|251|62.75
1046|ISE|Jane|99|86|40|86|311|77.75
1047|ECE|Diane|95|50|35|79|259|64.75
1048|EEE|Kimberly|71|79|77|79|306|76.50
1049|CIVIL67|Penelope|67|61|73|77|278|69.50
1050|ECE|Bella|84|60|82|74|300|75.00
1051|CSE|Karen|60|89|57|76|282|70.50
1052|ISE|Diane|89|55|41|98|283|70.75
1053|ECE|Diane|62|78|74|78|292|73.00
1054|EEE|Heather|93|67|72|84|316|79.00
1055|CIVIL64|Fiona|64|67|90|92|313|78.25
1056|ECE|Vanessa|79|62|49|84|274|68.50
1057|CSE|Grace|78|85|94|74|331|82.75
1058|ISE|Jane|80|87|37|72|276|69.00
1059|ECE|Melanie|62|72|49|82|265|66.25
1060|EEE|Melanie|79|45|40|70|234|58.50
1061|CIVIL78|Diane|78|52|50|71|251|62.75
1062|ECE|Irene|71|55|73|97|296|74.00
1063|CSE|Virginia|85|79|60|94|318|79.50
1064|ISE|Sarah|93|81|92|97|363|90.75
1065|ECE|Samantha|94|81|88|96|359|89.75
1066|EEE|Victoria|90|65|99|83|337|84.25
1067|CIVIL83|Penelope|83|54|77|85|299|74.75
1068|ECE|Jan|83|83|50|98|314|78.50
1069|CSE|Gabrielle|88|82|76|74|320|80.00
1070|ISE|Lillian|99|44|44|82|269|67.25
1071|ECE|Carolyn|96|82|75|80|333|83.25
1072|EEE|Molly|99|55|55|89|298|74.50
1073|CIVIL82|Abigail|82|74|80|71|307|76.75
1074|ECE|Hannah|77|85|53|83|298|74.50
1075|CSE|Julia|88|51|44|77|260|65.00
1076|ISE|Leah|80|69|54|72|275|68.75
1077|ECE|Caroline|94|77|88|92|351|87.75
1078|EEE|Emma|74|52|69|73|268|67.00
1079|CIVIL95|Chloe|95|38|73|72|278|69.50
1080|ECE|Caroline|86|43|56|89|274|68.50
1081|CSE|Ruth|98|58|49|99|304|76.00
1082|ISE|Abigail|60|80|48|84|272|68.00
1083|ECE|Jane|66|41|97|80|284|71.00
1084|EEE|Leah|94|79|40|88|301|75.25
1085|CIVIL80|Deirdre|80|73|59|96|308|77.00
1086|ECE|Emily|99|71|50|86|306|76.50
1087|CSE|Jan|78|89|60|72|299|74.75
1088|ISE|Karen|71|87|64|84|306|76.50
1089|ECE|Lillian|66|46|40|85|237|59.25
1090|EEE|Lisa|84|76|62|75|297|74.25
1091|CIVIL89|Caroline|89|64|42|82|277|69.25
1092|ECE|Bella|68|79|70|80|297|74.25
1093|CSE|Chloe|73|43|42|92|250|62.50
1094|ISE|Lily|81|45|41|95|262|65.50
1095|ECE|Pippa|97|57|58|86|298|74.50
1096|EEE|Leah|98|39|83|89|309|77.25
1097|CIVIL87|Sarah|87|51|94|75|307|76.75
1098|ECE|Melanie|70|49|76|85|280|70.00
1099|CSE|Faith|95|54|48|97|294|73.50
1100|ISE|Leah|68|55|41|88|252|63.00
1101|ECE|Emma|65|90|77|90|322|80.50
1102|EEE|Kylie|89|43|89|74|295|73.75
1103|CIVIL71|Kylie|71|44|66|90|271|67.75
1104|ECE|Yvonne|69|48|60|95|272|68.00
1105|CSE|Diana|86|62|73|92|313|78.25
1106|ISE|Emma|68|89|42|97|296|74.00
1107|ECE|Alison|89|71|67|74|301|75.25
